Date,Open,High,Low,Close,Repaired?,Volume
2015-07-01,17.94333267211914,18.174667358398438,17.856666564941406,18.073999404907227,False,31518000
2015-07-02,18.667999267578125,18.829999923706055,18.220666885375977,18.68000030517578,False,107458500
2015-07-06,18.648000717163086,18.779333114624023,18.420000076293945,18.591999053955078,False,61828500
2015-07-07,17.858667373657227,18.34666633605957,17.384666442871094,18.333332061767578,False,91576500
2015-07-08,16.997333526611328,17.386667251586914,16.95400047302246,17.288000106811523,False,93316500
2015-07-09,17.19466781616211,17.530000686645508,17.119333267211914,17.27199935913086,False,50011500
2015-07-10,17.27666664123535,17.53333282470703,17.187999725341797,17.481332778930664,False,39163500
2015-07-13,17.477333068847656,17.503332138061523,17.06999969482422,17.483333587646484,False,44404500
2015-07-14,17.709999084472656,17.732667922973633,17.367332458496094,17.47333335876465,False,28614000
2015-07-15,17.542667388916016,17.832666397094727,17.472000122070312,17.78266716003418,False,30324000
2015-07-16,17.778667449951172,17.81333351135254,17.54400062561035,17.614667892456055,False,24240000
2015-07-17,18.310667037963867,18.369333267211914,17.883333206176758,18.166667938232422,False,75061500
2015-07-20,18.817333221435547,19.110000610351562,18.16933250427246,18.333332061767578,False,74677500
2015-07-21,17.784666061401367,18.233333587646484,17.770000457763672,18.003332138061523,False,91630500
2015-07-22,17.857999801635742,17.96266746520996,17.390666961669922,17.417999267578125,False,46575000
2015-07-23,17.81333351135254,17.99333381652832,17.684667587280273,17.976667404174805,False,33408000
2015-07-24,17.694000244140625,18.07266616821289,17.594667434692383,17.825332641601562,False,42547500
2015-07-27,16.867332458496094,17.6286678314209,16.71933364868164,17.495332717895508,False,70413000
2015-07-28,17.654666900634766,17.69333267211914,16.78933334350586,17.049999237060547,False,58437000
2015-07-29,17.58799934387207,17.859333038330078,17.46666717529297,17.618000030517578,False,41851500
2015-07-30,17.785999298095703,17.79599952697754,17.474000930786133,17.512666702270508,False,30519000
2015-07-31,17.74333381652832,17.957332611083984,17.674667358398438,17.84000015258789,False,33339000
2015-08-03,17.332666397094727,17.78066635131836,17.13800048828125,17.752666473388672,False,38302500
2015-08-04,17.75200080871582,17.781333923339844,17.222667694091797,17.333999633789062,False,35287500
2015-08-05,18.0086669921875,18.066667556762695,17.360000610351562,17.57200050354004,False,93214500
2015-08-06,16.408666610717773,17.0,15.7413330078125,16.63599967956543,False,219357000
2015-08-07,16.167333602905273,16.248666763305664,15.892666816711426,16.238666534423828,False,76101000
2015-08-10,16.076000213623047,16.197999954223633,15.736666679382324,15.876667022705078,False,62788500
2015-08-11,15.824666976928711,15.953332901000977,15.629332542419434,15.8100004196167,False,63973500
2015-08-12,15.878000259399414,15.98466682434082,15.515999794006348,15.666666984558105,False,55920000
2015-08-13,16.167333602905273,16.43199920654297,15.941332817077637,15.990667343139648,False,70338000
2015-08-14,16.209999084472656,16.528667449951172,16.118000030517578,16.482667922973633,False,65472000
2015-08-17,16.999332427978516,17.106000900268555,16.700666427612305,17.03733253479004,False,107650500
2015-08-18,17.381332397460938,17.39666748046875,16.90399932861328,17.025333404541016,False,62925000
2015-08-19,17.016666412353516,17.376667022705078,17.001333236694336,17.35533332824707,False,54064500
2015-08-20,16.14533233642578,16.970666885375977,16.126667022705078,16.804000854492188,False,73587000
2015-08-21,15.38466739654541,16.253332138061523,15.36733341217041,15.733332633972168,False,98853000
