Date,Open,High,Low,Close,Repaired?,Volume
2015-07-01,174.9171142578125,175.3638894724379,174.1247165978314,175.11099468650048,False,135979900
2015-07-02,174.75692749023438,175.56618814172808,174.33544051529762,175.3975959243057,False,104373700
2015-07-06,174.25958251953125,175.04354214835712,173.2564414233038,173.45875980949862,False,117975400
2015-07-07,175.35548400878906,175.4819249845422,172.05945203800184,174.46193347942804,False,173820200
2015-07-08,172.41348266601562,174.29331120955473,172.17745095932744,174.00670311754243,False,164020100
2015-07-09,172.72537231445312,174.79066896276936,172.61579443804868,174.5293362106964,False,144113100
2015-07-10,174.9002685546875,175.32175561887746,172.7675450389075,174.740101412253,False,129456900
2015-07-13,176.8306884765625,176.94026636778958,176.13101839870154,176.17316967814173,False,106069400
2015-07-14,177.59774780273438,177.90965691476003,176.72948565254435,176.78850000389795,False,81709600
2015-07-15,177.53880310058594,178.10359429117239,177.05830161534266,177.63995589210413,False,97914100
2015-07-16,178.96340942382812,178.96340942382812,178.3564670244211,178.60092386121022,False,106683300
2015-07-17,179.11509704589844,179.17411139512424,178.54188094762046,178.95492994115565,False,89030000
2015-07-20,179.20785522460938,179.70520684098412,178.88753382331157,179.34273416345243,False,70446800
2015-07-21,178.49972534179688,179.33427414282002,178.19625421985762,179.07294142614816,False,77965000
2015-07-22,178.17941284179688,178.51661016433286,177.7747889175163,177.80850221838858,False,88667900
2015-07-23,177.17626953125,178.41544234296634,176.81379688458756,178.3142895788303,False,90509100
2015-07-24,175.33859252929688,177.3364367992438,175.001408073384,177.27743530770218,False,117755000
2015-07-27,174.31858825683594,174.9592567306815,173.87181306468705,174.44504207482453,False,132361100
2015-07-28,176.45970153808594,176.60300553603994,174.3269789202991,175.16151472384064,False,123544800
2015-07-29,177.67361450195312,177.90120819632384,176.44286693450246,176.58617095558213,False,105791300
2015-07-30,177.71580505371094,177.88439730032104,176.53563360191248,177.15943906341013,False,91304400
2015-07-31,177.44602966308594,178.2468524025521,177.15942158584755,178.22156421119357,False,103266900
2015-08-03,176.84751892089844,177.4713243436643,175.88652902584803,177.4123228492579,False,113965700
2015-08-04,176.50192260742188,177.23530596429305,176.0129960819197,176.77166763297515,False,81820800
2015-08-05,177.0835723876953,178.12885202197495,176.79695142280738,177.40389379363725,False,85786800
2015-08-06,175.6336212158203,177.3785705399821,175.0435291821532,177.26897981439913,False,116030800
2015-08-07,175.2964630126953,175.62522239997963,174.38604943342392,175.47349323481643,False,117858000
2015-08-10,177.50502014160156,177.58930981387115,176.4175766084082,176.4175766084082,False,80270700
2015-08-11,175.90338134765625,176.57776311373414,175.13627192795812,176.15627611778075,False,126081400
2015-08-12,176.11412048339844,176.2995757860453,173.11313520458475,174.58833965388175,False,172123700
2015-08-13,175.89492797851562,176.64517419626532,175.34698725415265,175.95392945983335,False,89383300
2015-08-14,176.5355987548828,176.61146332146757,175.5577459096969,175.70104993416635,False,72786500
2015-08-17,177.5218505859375,177.5218505859375,175.4734304130114,175.93706857851717,False,79072600
2015-08-18,177.0077362060547,177.59781563114558,176.77170443601833,177.24376797609105,False,71692700
2015-08-19,175.60833740234375,177.03295255660873,174.79065165130203,176.25741807513072,False,172946000
2015-08-20,171.94137573242188,175.58301604441758,171.88236138930534,174.0825236333636,False,194327900
2015-08-21,166.76556396484375,171.91613611355646,166.50424405781186,170.05315773518646,False,346588500
2015-08-24,159.7435760498047,166.4705050966609,153.75845539043252,158.0492029080504,False,507244300
2015-08-25,157.8637237548828,164.75924399104267,157.56867774870275,164.7423809116939,False,369833100
2015-08-26,163.9246826171875,164.20285263806056,158.79096265599446,161.9184009573475,False,339257000
2015-08-27,167.97940063476562,168.10584156561376,164.55692890370318,166.08270949548384,False,274143900
2015-08-28,167.98789978027344,168.45996328050674,166.84145433852154,167.33038092455337,False,160414400
2015-08-31,166.6306610107422,167.86140865107902,166.07429511047644,167.00157161091937,False,163298800
2015-09-01,161.65716552734375,164.1860881209575,160.780465158409,162.79517297681065,False,256000400
2015-09-02,164.7255401611328,164.7676914305466,162.20504345822164,164.05958354757485,False,160269300
2015-09-03,164.84359741210938,166.95103278464268,164.34624575125503,165.44210185476058,False,152087800
2015-09-04,162.34835815429688,163.41893872651536,161.5222472430891,162.5675396245496,False,207081000
2015-09-08,166.42835998535156,166.58010200250337,164.5232432690364,165.17233688703516,False,116025700
2015-09-09,164.20289611816406,168.14802103833182,163.83199837120182,168.02158008627222,False,149347700
2015-09-10,165.096435546875,166.2513056184375,163.74767222641816,164.0089920648511,False,158611100
2015-09-11,165.84671020507812,165.9141496689408,163.98373199631345,164.70026504493737,False,119691200
2015-09-14,165.23130798339844,166.0742818756182,164.7423815823797,166.02370550012674,False,79452000
2015-09-15,167.29661560058594,167.7433907645949,165.18918072780338,165.73710864962217,False,113806200
2015-09-16,168.74655151367188,168.9404448205619,167.25449659708505,167.6001190699612,False,99581600
2015-09-17,168.3671875,171.0309883334253,167.98785178588685,168.6116571545534,False,276046600
2015-09-18,165.6158447265625,168.35280292166152,165.20064826792418,165.83616571731977,False,223657500
2015-09-21,166.47166442871094,167.5054274681029,165.41246879894106,166.45471367833704,False,105726200
2015-09-22,164.3109130859375,164.77696177825692,163.1669765620294,164.285493423596,False,153890900
2015-09-23,164.04823303222656,164.9548978161026,163.46355494476776,164.48038021747945,False,92790600
2015-09-24,163.45506286621094,163.92111152482275,161.4722517691724,162.81954549436776,False,159378800
2015-09-25,163.41270446777344,165.2345157516431,162.531446476503,164.92946689768547,False,155054800
2015-09-28,159.31149291992188,162.61619106938852,158.99797514845,162.50603058551602,False,178515900
2015-09-29,159.40469360351562,160.7774198650499,158.39633734430123,159.53180483068311,False,159045600
2015-09-30,162.37893676757812,162.54840548847173,160.52322388915175,161.3112592596426,False,163452000
2015-10-01,162.80262756347656,163.10767645641465,160.8452358878054,162.7602571475838,False,131079000
2015-10-02,165.2345428466797,165.2599625112083,160.25208172489627,160.80287129216686,False,211003300
2015-10-05,168.17478942871094,168.40357922760592,166.36144764144765,166.47160808714335,False,126320800
2015-10-06,167.59866333007812,168.60701979556774,166.92925727673924,168.03929240105597,False,110274500
2015-10-07,168.9713592529297,169.3272474239699,167.33595451854197,168.53919917195427,False,124307300
2015-10-08,170.4966278076172,170.78472594957356,168.276544715228,168.58159360954522,False,153055200
2015-10-09,170.59832763671875,171.08131423704722,169.9628101054821,170.640698058062,False,107069200
2015-10-12,170.75926208496094,170.9626193421098,170.24237417365376,170.67452127472737,False,56395600
2015-10-13,169.68309020996094,171.3015437615168,169.513621544741,170.02202754040087,False,88038700
2015-10-14,168.86968994140625,170.20851491157913,168.57312289126617,169.62383679293526,False,99106200
2015-10-15,171.4626007080078,171.47106961872288,169.16625880002624,169.53909774564403,False,134142200
2015-10-16,172.2421417236328,172.25907954256047,171.0982053940117,171.86930283310053,False,114580100
2015-10-19,172.32688903808594,172.32688903808594,171.27617524225622,171.58969301299453,False,76523900
2015-10-20,172.1066131591797,172.72517990581883,171.63209549438054,171.88630508041913,False,78448500
2015-10-21,171.03890991210938,172.6827706152304,170.86942827314326,172.53025265572137,False,102038000
2015-10-22,173.92840576171875,174.14024490526398,171.03892967028438,171.99643380695693,False,174911700
2015-10-23,175.83494567871094,176.20778461385254,174.80965153670587,175.61463763959742,False,144442300
2015-10-26,175.40280151367188,175.71631929193788,175.02996257214767,175.65701105831423,False,69033000
2015-10-27,175.0638885498047,175.40282603695877,174.37751880441772,174.72493813301426,False,77905800
2015-10-28,177.05516052246094,177.08058018631095,174.73341169325462,175.40281772403125,False,135906700
2015-10-29,176.95346069335938,177.32629962472782,176.42810379714066,176.54673319079114,False,90525500
2015-10-30,176.19082641601562,177.4703429738629,176.02983954594936,177.14834337446285,False,131076900
2015-11-02,178.27532958984375,178.4702179602522,176.39419716692035,176.52130839690014,False,86270800
2015-11-03,178.79222106933594,179.351479461101,177.6906550360625,177.91944491080895,False,95246100
2015-11-04,178.24990844726562,179.2158943107624,177.70760082091013,179.0887960114735,False,96224500
2015-11-05,178.0719757080078,178.77528320355773,177.17377982417906,178.309234510165,False,78408700
2015-11-06,177.97879028320312,178.21606204740928,176.63997811512016,177.72459362447646,False,110471500
